condition,drugName,rating,sentiment_score,side_effect_score,review_length,usefulCount,review_count,normalized_rating,ranking_score
ADHD,Kapvay,7.833333333333333,0.06874834960361277,0.08333333333333333,663.6666666666666,81.91666666666667,12,0.7833333333333333,1.366167486645542
ADHD,Lisdexamfetamine,7.628992628992629,0.119394033750232,0.35626535626535627,531.3882063882064,31.479115479115478,407,0.7628992628992629,1.7171916447643607
ADHD,Metadate CD,6.851851851851852,0.0934498319406278,0.14814814814814814,534.0,26.925925925925927,27,0.6851851851851852,1.2772132274742094
ADHD,Methamphetamine,8.565217391304348,0.09122572420534379,0.43478260869565216,399.7826086956522,60.69565217391305,23,0.8565217391304347,1.4124156733605033
ADHD,Methylin,8.5,0.22897400879543736,0.0,247.0,23.125,8,0.85,1.1928657854432778
ADHD,Methylin ER,8.428571428571429,0.0983047385620915,0.14285714285714285,338.7142857142857,20.142857142857142,7,0.8428571428571429,1.112129640527857
ADHD,Methylphenidate,7.342783505154639,0.10030367202731441,0.26804123711340205,503.7242268041237,32.05154639175258,388,0.7342783505154639,1.7062151056429924
ADHD,Modafinil,8.75,0.10940463394711031,0.3125,580.375,51.125,16,0.875,1.3586596304156995
ADHD,Mydayis,4.7272727272727275,0.17251272373810253,0.45454545454545453,490.27272727272725,9.818181818181818,11,0.4727272727272728,0.9080591388991581
ADHD,Nuvigil,8.333333333333334,0.26812585511196624,0.16666666666666666,513.0,44.333333333333336,6,0.8333333333333334,1.2342847496075482
ADHD,Omega-3 polyunsaturated fatty acids,8.0,0.15414141414141413,0.0,363.5,66.0,4,0.8,1.2229478626020427
ADHD,Pemoline,9.5,0.14086860670194004,0.16666666666666666,548.3333333333334,9.833333333333334,6,0.95,1.0407877471321556
ADHD,Pristiq,7.0,0.10902777777777778,0.0,670.0,27.0,1,0.7,0.9056083091658279
ADHD,ProCentra,10.0,0.09222222222222222,0.0,767.0,2.0,1,1.0,0.6872083648286527
ADHD,Provigil,9.0,0.04100677304721423,0.25,680.25,106.75,4,0.9,1.2865891008221366
ADHD,Quillivant XR,5.3,0.00011997579966331884,0.0,452.2,8.4,10,0.53,0.907814739471082
ADHD,Ritalin,7.524590163934426,0.12228102740622832,0.13114754098360656,460.6393442622951,36.131147540983605,61,0.7524590163934426,1.4735636417585993
ADHD,Ritalin LA,9.0,0.18308441558441557,0.14285714285714285,392.2857142857143,16.571428571428573,7,0.9,1.1241885310307098
ADHD,Ritalin-SR,9.0,0.10333333333333335,0.0,227.0,1.0,1,0.9,0.5886108208346503
ADHD,Selegiline,10.0,-0.03125,0.0,627.0,17.0,1,1.0,0.9312778407684166
ADHD,Strattera,5.50761421319797,0.04008097894582211,0.5532994923857868,490.4568527918782,34.31472081218274,197,0.550761421319797,1.500875854260533
ADHD,Tenex,1.0,-0.07023809523809522,0.0,466.0,13.0,1,0.1,0.5257830574786615
ADHD,Vyvanse,7.698979591836735,0.12177352563472083,0.336734693877551,531.5994897959183,32.400510204081634,392,0.7698979591836734,1.720997537508641
ADHD,Wellbutrin,5.5,0.08782880892255891,0.25,523.5,112.0,4,0.55,1.163089621456478
ADHD,Wellbutrin SR,8.0,0.0530181623931624,0.0,308.25,153.25,4,0.8,1.327805518761572
ADHD,Wellbutrin XL,9.0,0.13972943722943723,0.6666666666666666,477.0,69.33333333333333,6,0.9,1.2511526198587113
ADHD,Zenzedi,8.5,-0.004400966510341511,0.5,382.75,12.0,8,0.85,1.0034458969175952
Abnormal Uterine Bleeding,Alesse,4.142857142857143,0.022593537414965996,0.7142857142857143,518.1428571428571,3.142857142857143,7,0.4142857142857143,0.623928505160357
Abnormal Uterine Bleeding,Alyacen 1 / 35,1.0,-0.057499999999999996,1.0,748.0,2.0,1,0.1,0.19726392038420823
Abnormal Uterine Bleeding,Amethia Lo,2.0,-0.03580246913580248,0.0,692.0,1.0,1,0.2,0.28078366034082314
Abnormal Uterine Bleeding,Apri,6.0,0.039829545454545465,0.0,413.4,3.2,5,0.6,0.7319925082685157
Abnormal Uterine Bleeding,Aviane,7.666666666666667,0.15381117724867724,1.0,412.6666666666667,4.0,6,0.7666666666666667,0.7707311113398142
Abnormal Uterine Bleeding,Aygestin,3.6666666666666665,0.13083333333333333,0.3333333333333333,258.6666666666667,11.0,3,0.36666666666666664,0.7201801516361835
Abnormal Uterine Bleeding,Balziva,6.0,0.059191017316017315,0.0,750.0,1.0,1,0.6,0.4597823576311871
Abnormal Uterine Bleeding,Camila,1.0,-0.12142857142857144,1.0,318.0,23.0,1,0.1,0.4963944373504694
Abnormal Uterine Bleeding,CamreseLo,10.0,-0.059999999999999984,0.0,556.0,2.0,1,1.0,0.6567639203842083
Abnormal Uterine Bleeding,Chateal,3.0,0.16027777777777782,1.0,711.0,0.0,1,0.3,0.15602763263954736
Abnormal Uterine Bleeding,Conjugated estrogens,5.0,-0.55,0.0,249.5,4.5,2,0.5,0.5105040571359802
Abnormal Uterine Bleeding,Cryselle,4.333333333333333,0.009320956820956829,0.8888888888888888,513.7777777777778,2.111111111111111,9,0.4333333333333333,0.6019433896835903
Abnormal Uterine Bleeding,Depo-Provera,3.1545189504373177,-0.02137495461477631,0.3760932944606414,525.2186588921282,13.906705539358601,343,0.3154518950437318,1.365664358441592
Abnormal Uterine Bleeding,Desogestrel / ethinyl estradiol,5.75,0.06098484848484849,0.0,335.75,3.5,4,0.575,0.7092242660785258
Abnormal Uterine Bleeding,Errin,3.5,0.018263888888888913,0.0,397.0,20.5,2,0.35,0.7686525613480367
Abnormal Uterine Bleeding,Estarylla,4.181818181818182,0.029120441105735227,0.9090909090909091,471.09090909090907,3.909090909090909,11,0.41818181818181815,0.6935870381178689
Abnormal Uterine Bleeding,Ethinyl estradiol / ethynodiol,3.0,-0.09090909090909088,1.0,464.0,0.0,1,0.3,0.10579025890217361
Abnormal Uterine Bleeding,Ethinyl estradiol / etonogestrel,3.5,-0.20166734307359302,0.75,507.5,0.0,4,0.35,0.2660822182503964
Abnormal Uterine Bleeding,Ethinyl estradiol / levonorgestrel,4.388888888888889,0.008086655592150101,0.6296296296296297,543.7870370370371,6.212962962962963,108,0.43888888888888894,1.1142940788573734
Abnormal Uterine Bleeding,Ethinyl estradiol / norethindrone,5.435294117647059,0.039977968500986,0.5882352941176471,559.4588235294118,7.08235294117647,85,0.5435294117647059,1.1481883787921459
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestimate,4.45945945945946,-0.018193854926216498,0.5135135135135135,493.1621621621622,6.831081081081081,148,0.44594594594594594,1.1826952873699481
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestrel,5.823529411764706,0.015485056094576222,0.6470588235294118,460.7647058823529,3.411764705882353,17,0.5823529411764705,0.8275292844430011
Abnormal Uterine Bleeding,Falmina,4.0,-0.1308333333333333,1.0,403.5,1.0,2,0.4,0.30259725371754165
Abnormal Uterine Bleeding,Gildess Fe 1 / 20,3.5,0.10375431878699855,1.1666666666666667,684.0,0.6666666666666666,6,0.35,0.4125945630139286
Abnormal Uterine Bleeding,Gildess Fe 1.5 / 30,4.5,0.051984126984126966,0.0,340.5,12.0,2,0.45,0.7399310723162724
Abnormal Uterine Bleeding,Heather,4.0,-0.03333333333333335,0.0,395.0,22.0,1,0.4,0.7276295428066976
Abnormal Uterine Bleeding,Jolessa,3.6666666666666665,0.005021129663986805,0.3333333333333333,436.3333333333333,3.6666666666666665,3,0.36666666666666664,0.5533484695761866
Abnormal Uterine Bleeding,Jolivette,2.25,-0.16761979166666668,0.75,437.25,16.5,4,0.225,0.652221860671202
Abnormal Uterine Bleeding,Junel Fe 1 / 20,5.428571428571429,-0.045497630190382284,0.8571428571428571,630.1428571428571,11.142857142857142,7,0.5428571428571429,0.8087564427577209
Abnormal Uterine Bleeding,Junel Fe 1.5 / 30,1.0,-0.040625,1.5,495.5,10.5,2,0.1,0.41301889860559704
Abnormal Uterine Bleeding,Levlen,6.666666666666667,0.16433566433566435,0.6666666666666666,523.3333333333334,3.0,3,0.6666666666666667,0.6487554412031001
Abnormal Uterine Bleeding,Levonorgestrel,5.322463768115942,-0.0021117611540892563,0.6702898550724637,566.1340579710145,14.576086956521738,276,0.5322463768115943,1.4009103665315439
Abnormal Uterine Bleeding,Levora,4.25,-0.07515422077922079,0.25,372.75,3.5,4,0.425,0.596996452225712
Abnormal Uterine Bleeding,Lo / Ovral-28,10.0,0.15192307692307688,0.0,759.0,9.0,1,1.0,0.879744456417714
Abnormal Uterine Bleeding,LoSeasonique,4.363636363636363,-0.01867360963951873,0.2727272727272727,544.1818181818181,7.454545454545454,11,0.43636363636363634,0.8364796358662564
Abnormal Uterine Bleeding,Loestrin 21 1 / 20,9.0,-0.048125,3.0,601.0,4.0,1,0.9,0.3957627639491068
Abnormal Uterine Bleeding,Loestrin 24 Fe,6.424242424242424,0.022467752112728424,0.6666666666666666,573.7272727272727,12.606060606060606,33,0.6424242424242423,1.115327958359366
Abnormal Uterine Bleeding,Low-Ogestrel-21,8.0,0.22000000000000003,0.0,366.0,4.0,1,0.8,0.709387763949107
Abnormal Uterine Bleeding,Lutera,4.333333333333333,0.019351851851851853,0.3333333333333333,569.0,9.0,3,0.4333333333333333,0.6972022884874608
Abnormal Uterine Bleeding,Lyza,2.6,0.0291281746031746,0.4,354.2,10.2,5,0.26,0.7009766220500004
Abnormal Uterine Bleeding,Medroxyprogesterone,3.2905759162303663,-0.019443872154704566,0.4083769633507853,518.4424083769634,16.486910994764397,382,0.3290575916230366,1.4083197129489096
Abnormal Uterine Bleeding,Megace,10.0,0.0,0.0,157.0,107.0,1,1.0,1.2062917611526247
Abnormal Uterine Bleeding,Megestrol,6.5,-0.11937902893306539,0.375,499.1875,27.3125,16,0.65,1.1251017063083073
Abnormal Uterine Bleeding,Mestranol / norethindrone,9.0,0.04045940170940171,0.6666666666666666,492.0,0.3333333333333333,3,0.9,0.5525216787109645
Abnormal Uterine Bleeding,Microgestin 1 / 20,4.0,-0.004583333333333356,0.5,480.5,9.5,2,0.4,0.6265814652080715
Abnormal Uterine Bleeding,Microgestin Fe 1 / 20,4.6,-0.004557539682539667,1.0,536.4,4.2,5,0.45999999999999996,0.5991512062858075
Abnormal Uterine Bleeding,Microgestin Fe 1.5 / 30,8.5,0.09505471380471378,0.0,489.5,4.5,2,0.85,0.7795149998969231
Abnormal Uterine Bleeding,Mirena,5.2204724409448815,0.010658028486829155,0.6653543307086615,583.0,15.448818897637794,254,0.5220472440944881,1.395642653302755
Abnormal Uterine Bleeding,Mononessa,6.315789473684211,0.022270503755607893,0.47368421052631576,484.89473684210526,9.947368421052632,19,0.631578947368421,1.0180419647591887
Abnormal Uterine Bleeding,Necon 1 / 35,7.666666666666667,0.21793650793650796,0.0,337.3333333333333,2.0,3,0.7666666666666667,0.7229899657221683
Abnormal Uterine Bleeding,Necon 1 / 50,9.0,0.060689102564102565,1.0,713.0,0.0,2,0.9,0.436929663813037
Abnormal Uterine Bleeding,Nora-Be,4.9,0.12038478559158708,1.0,452.8,16.7,10,0.49000000000000005,0.9107959439750405
Abnormal Uterine Bleeding,Norethindrone,4.064516129032258,-0.012881230345006336,0.6612903225806451,449.2096774193548,14.290322580645162,62,0.4064516129032258,1.1244285933744438
Abnormal Uterine Bleeding,Nortrel 1 / 35,10.0,0.8,0.0,82.0,2.0,1,1.0,0.8287639203842083
Abnormal Uterine Bleeding,Orsythia,5.666666666666667,-0.04010058568882099,2.0,640.3333333333334,6.333333333333333,3,0.5666666666666667,0.525455228400417
Abnormal Uterine Bleeding,Ortho Micronor,8.25,0.11496288798920379,1.25,599.5,35.5,4,0.825,1.0090051035512226
Abnormal Uterine Bleeding,Ortho Tri-Cyclen,6.333333333333333,0.16103174603174605,0.6666666666666666,340.0,5.166666666666667,6,0.6333333333333333,0.7836333047437383
Abnormal Uterine Bleeding,Ortho Tri-Cyclen Lo,4.75,-0.028705929487179496,1.0,466.0,5.25,4,0.475,0.6005617205299257
Abnormal Uterine Bleeding,Ortho-Novum 7 / 7 / 7,8.0,-0.2,0.0,31.0,8.0,1,0.8,0.7135557636844247
Abnormal Uterine Bleeding,Premarin,3.6666666666666665,-0.43492063492063493,1.0,317.0,3.6666666666666665,3,0.36666666666666664,0.3986934499925956
Abnormal Uterine Bleeding,Previfem,5.666666666666667,0.06410016295432962,0.5,641.6666666666666,0.5,6,0.5666666666666667,0.5421929878320542
Abnormal Uterine Bleeding,Provera,4.666666666666667,-0.013434547319963984,0.4166666666666667,524.75,40.80555555555556,36,0.4666666666666667,1.2439051632416707
Abnormal Uterine Bleeding,Quasense,3.0,-0.06641108076227123,0.8571428571428571,526.4285714285714,5.285714285714286,7,0.3,0.6086616521146776
Abnormal Uterine Bleeding,Seasonale,6.0,0.28125,0.0,209.0,5.0,1,0.6,0.6689859974682
Abnormal Uterine Bleeding,Seasonique,3.8947368421052633,0.012785348461645505,0.42105263157894735,580.8947368421053,8.736842105263158,38,0.3894736842105263,1.0071630540248746
Abnormal Uterine Bleeding,Sprintec,3.9444444444444446,-0.022451846767205248,0.3888888888888889,497.55555555555554,7.361111111111111,36,0.3944444444444445,0.9745749053759963
Abnormal Uterine Bleeding,Sronyx,6.666666666666667,0.15642344497607658,1.6666666666666667,568.6666666666666,5.0,3,0.6666666666666667,0.6079927635474072
Abnormal Uterine Bleeding,Tri-Linyah,7.5,-0.05861111111111111,1.0,414.5,1.0,2,0.75,0.45704169816198603
Abnormal Uterine Bleeding,Tri-Lo-Marzia,10.0,0.008333333333333338,1.0,165.0,2.0,1,1.0,0.5704305870508749
Abnormal Uterine Bleeding,Tri-Lo-Sprintec,1.1428571428571428,-0.0882062679384108,1.2857142857142858,549.1428571428571,2.857142857142857,7,0.11428571428571428,0.4139068423495027
Abnormal Uterine Bleeding,Tri-Previfem,3.3636363636363638,-0.08818476977567885,0.18181818181818182,395.8181818181818,10.636363636363637,11,0.33636363636363636,0.8395829285448876
Abnormal Uterine Bleeding,Tri-Sprintec,4.84,0.012536961775229316,0.48,513.0,8.28,25,0.484,0.9710011050779845
Abnormal Uterine Bleeding,TriNessa,5.833333333333333,0.009074163909368984,0.5833333333333334,559.6666666666666,4.333333333333333,12,0.5833333333333333,0.8126537014368551
Abnormal Uterine Bleeding,TriNessa Lo,8.0,0.06952214452214453,0.5,563.5,0.5,2,0.8,0.50951603842087
Acne,Absorica,5.5,-0.11406162464985993,0.0,725.5,6.5,2,0.55,0.6642149714515841
Acne,Acanya,7.4222222222222225,0.12367082113613499,0.044444444444444446,402.44444444444446,11.0,45,0.7422222222222222,1.2642108156132357
Acne,Accutane,8.401869158878505,0.05791823159650734,0.24299065420560748,556.9345794392524,23.373831775700936,321,0.8401869158878504,1.6685685923732378
Acne,Acticlate,8.333333333333334,0.07082750582750583,0.6666666666666666,750.0,8.333333333333334,3,0.8333333333333334,0.8238151552262156
Acne,Aczone,7.294573643410852,0.08032198067174147,0.08527131782945736,504.5348837209302,15.775193798449612,129,0.7294573643410852,1.4524355629968788
Acne,Adapalene,7.4147727272727275,0.04485068365569836,0.14204545454545456,552.1875,18.943181818181817,176,0.7414772727272727,1.5167120584668417
Acne,Adapalene / benzoyl peroxide,7.521410579345088,0.07615141809207013,0.12594458438287154,525.5390428211587,10.886649874055415,397,0.7521410579345088,1.5727724358024757
Acne,Adoxa,8.666666666666666,-0.0014285714285714086,0.0,260.3333333333333,21.666666666666668,3,0.8666666666666666,1.0224594190251355
Acne,Aldactone,9.75,0.26112637362637364,0.5,486.25,95.5,4,0.975,1.3190724128421307
Acne,Altabax,8.5,0.0375,0.5,369.0,3.0,2,0.85,0.6702359974682001
Acne,Amnesteem,7.809523809523809,0.09148441244051364,0.5238095238095238,609.5714285714286,11.095238095238095,21,0.780952380952381,1.1158750248861171
Acne,Atralin,8.08,0.11811338021416803,0.04,535.0,28.88,25,0.808,1.3411155607857483
Acne,Avar,10.0,-0.04999999999999992,0.0,126.0,18.0,1,1.0,0.9356379239589578
Acne,Avita,10.0,0.03257575757575757,0.0,439.0,14.0,1,1.0,0.9166947587644748
Acne,Azelaic acid,8.3125,0.06124244126312142,0.0625,447.375,19.4375,16,0.83125,1.2160862071596774
Acne,Azelex,9.0,0.19479166666666667,0.0,398.0,9.0,1,0.9,0.848318174366432
Acne,BP Wash,9.0,0.4045068027210884,0.0,462.0,13.0,1,0.9,0.9407320370704982
Acne,Bactrim,8.903846153846153,0.0600050706184125,0.15384615384615385,468.0,25.134615384615383,52,0.8903846153846153,1.4378031362611892
Acne,Bactrim DS,8.533333333333333,0.1761131253006253,0.5333333333333333,516.3333333333334,15.133333333333333,15,0.8533333333333333,1.1562440621542638
Acne,BenzEFoam,7.333333333333333,0.06253968253968255,0.0,248.33333333333334,20.333333333333332,3,0.7333333333333333,0.9728260432129877
Acne,Benzaclin,8.865384615384615,0.09046415978555142,0.1346153846153846,490.21153846153845,14.576923076923077,52,0.8865384615384615,1.3666590445065334
Acne,Benzamycin,7.666666666666667,0.09864690864690866,0.0,485.6666666666667,15.166666666666666,6,0.7666666666666667,1.0357252971456445
Acne,Benzoyl peroxide,8.818181818181818,0.15995644356845656,0.09090909090909091,326.90909090909093,15.727272727272727,22,0.8818181818181818,1.2685078574610198
Acne,Benzoyl peroxide / clindamycin,7.782442748091603,0.07836219337948198,0.07633587786259542,479.48854961832063,12.13740458015267,262,0.7782442748091604,1.541479186591524
Acne,Benzoyl peroxide / erythromycin,8.75,0.1138270388465701,0.0,470.0416666666667,13.541666666666666,24,0.875,1.2571494952777162
Acne,Benzoyl peroxide / hydrocortisone,10.0,0.11249999999999999,0.0,254.0,0.0,1,1.0,0.5264720770839918
Acne,Benzoyl peroxide / salicylic acid,8.0,0.39115530303030305,0.0,737.0,0.0,1,0.8,0.5022031376900524
Acne,Benzoyl peroxide / sulfur,10.0,0.1,0.0,89.0,3.0,1,1.0,0.7319162312519755
Acne,Beyaz,7.722222222222222,0.030076428428144127,0.5555555555555556,516.5,9.61111111111111,18,0.7722222222222223,1.055299716416498
Acne,Cephalexin,8.0,-0.15357142857142858,1.0,235.0,18.0,1,0.8,0.7349236382446722
Acne,Claravis,8.25,0.06264660040158739,0.21875,529.578125,14.28125,64,0.825,1.3558063985659348
Acne,Clarifoam EF,9.2,0.23818253968253966,0.2,423.0,21.0,5,0.9199999999999999,1.1280567963244634
Acne,Clindagel,10.0,0.23125,0.0,551.0,32.0,1,1.0,1.0746982113039638
Acne,Clindamycin,7.73469387755102,0.03851490000364971,0.04081632653061224,434.2448979591837,33.87755102040816,49,0.773469387755102,1.432589061014676
Acne,Clindamycin / tretinoin,7.378378378378378,0.10685848493415892,0.06756756756756757,542.5405405405405,10.797297297297296,74,0.7378378378378379,1.3275538617909715
Acne,Cyclafem 1 / 35,6.0,-0.09642857142857143,0.0,334.0,11.0,1,0.6,0.6974223602664775
Acne,Dapsone,7.2362204724409445,0.06795392268253844,0.11811023622047244,495.9763779527559,16.95275590551181,127,0.7236220472440944,1.452194664723525
Acne,Differin,7.273684210526316,0.07184799793606075,0.15789473684210525,531.8,25.51578947368421,95,0.7273684210526316,1.46584078075704
Acne,Doryx,7.622222222222222,0.03842995045078379,0.13333333333333333,394.8666666666667,21.22222222222222,45,0.7622222222222221,1.338701673500849
Acne,Doxy 100,9.0,0.14460150935374153,0.8,397.4,28.2,5,0.9,1.0838095286460918
Acne,Doxycycline,7.437673130193906,0.048742700225140864,0.2659279778393352,502.22437673130196,15.174515235457063,361,0.7437673130193906,1.5819248297353152
Acne,Drospirenone / ethinyl estradiol,7.015075376884422,0.025864968870444045,0.35175879396984927,550.035175879397,14.758793969849247,199,0.7015075376884422,1.458957517946557
Acne,Drospirenone / ethinyl estradiol / levomefolate calcium,7.7368421052631575,0.06922656129989722,0.5789473684210527,503.2105263157895,10.894736842105264,19,0.7736842105263158,1.086198503677376
Acne,Duac,7.55,0.11069270927988817,0.075,488.06666666666666,15.991666666666667,120,0.755,1.4609155778643503
Acne,Dynacin,8.0,0.14800000000000002,0.0,201.0,10.0,1,0.8,0.8132563680037475
Acne,Epiduo,7.33248730964467,0.07393754080083818,0.1116751269035533,504.6472081218274,12.238578680203046,394,0.7332487309644671,1.5812226317370506
Acne,Epiduo Forte,7.277777777777778,0.05447687592105455,0.1111111111111111,650.1666666666666,4.111111111111111,18,0.7277777777777777,0.9772737449321083
Acne,Ery Pads,10.0,0.9099999999999999,0.0,102.0,27.0,1,1.0,1.1858027536102724
Acne,Erythromycin,10.0,0.9099999999999999,0.0,102.0,27.0,1,1.0,1.1858027536102724
Acne,Estarylla,5.5,-0.05723751653439152,0.8333333333333334,483.3333333333333,5.0,6,0.55,0.6858696061022936
Acne,Ethinyl estradiol / norethindrone,3.9069767441860463,-0.041579209501157934,0.3953488372093023,490.84496124031006,8.155038759689923,129,0.39069767441860465,1.1707041734899708
Acne,Ethinyl estradiol / norgestimate,5.897674418604651,0.004641065218207642,0.5302325581395348,549.2186046511628,9.055813953488371,215,0.589767441860465,1.3363263406372226
Acne,Fabior,9.0,0.00046296296296297057,0.0,624.5,3.0,2,0.9,0.7328285900607927
Acne,Finacea,8.25,0.06586090833639853,0.08333333333333333,382.4166666666667,27.25,12,0.825,1.2207452705920443
Acne,Fostex Medicated,10.0,0.28375,0.0,164.0,3.0,1,1.0,0.7686662312519754
Acne,Gianvi,7.7727272727272725,0.06693565349693596,0.45454545454545453,474.09090909090907,8.909090909090908,22,0.7772727272727272,1.093183699957921
Acne,Gildess Fe 1 / 20,4.111111111111111,-0.009953739869153402,0.5555555555555556,573.8888888888889,1.8888888888888888,9,0.4111111111111111,0.6114166989669545
Acne,Gildess Fe 1.5 / 30,4.5,-0.23365800865800865,0.5,533.75,2.5,4,0.45,0.5125985304078184
Acne,Hexachlorophene,10.0,-0.012499999999999983,0.0,344.0,1.0,1,1.0,0.6054441541679836
Acne,Isotretinoin,8.381044487427467,0.07121686331492309,0.26692456479690524,584.7079303675048,18.545454545454547,517,0.8381044487427467,1.706200395318709
Acne,Junel Fe 1 / 20,5.923076923076923,0.037254225553857906,0.23076923076923078,589.8461538461538,10.0,13,0.5923076923076923,0.9768398893189697
Acne,Junel Fe 1.5 / 30,2.0,-0.07961038961038962,0.0,556.0,0.5,2,0.2,0.2896895315943632
Acne,Keflex,6.666666666666667,-0.0317691798941799,1.0,259.3333333333333,23.0,3,0.6666666666666667,0.8449650594080061
Acne,Loestrin 24 Fe,3.206896551724138,-0.055854312460910965,0.39655172413793105,501.17241379310343,11.931034482758621,58,0.32068965517241377,1.0730249731464387
Acne,Loestrin Fe 1 / 20,2.0,-0.024999999999999994,1.0,743.0,0.0,1,0.2,0.07897207708399182
Acne,Loryna,5.8,-0.030175293170588858,0.6,643.8666666666667,3.4,15,0.58,0.8040939308404818
Acne,Magnesium hydroxide,8.333333333333334,0.24368055555555557,0.0,196.66666666666666,29.333333333333332,3,0.8333333333333334,1.101850681289739
Acne,Microgestin Fe 1 / 20,4.285714285714286,0.054222030931480335,0.14285714285714285,447.0,8.928571428571429,14,0.42857142857142855,0.9185072840217997
Acne,Microgestin Fe 1.5 / 30,2.8,0.16519480519480517,0.0,343.8,1.4,5,0.27999999999999997,0.5451231920262543
Acne,Milk of Magnesia,7.0,-0.1,0.0,106.0,44.0,1,0.7,0.9349714505495397
Acne,Minocin,7.666666666666667,-0.09966570466570467,0.16666666666666666,408.0,17.333333333333332,6,0.7666666666666667,0.9982615159098102
Acne,Minocycline,6.387931034482759,0.035621247286861384,0.3275862068965517,466.29741379310343,12.512931034482758,232,0.6387931034482759,1.4380857003919891
Acne,Monodox,7.913043478260869,0.08811247010839403,0.34782608695652173,445.0,21.304347826086957,23,0.7913043478260869,1.2417869433948963
Acne,Myorisan,8.5,0.012711864406779662,1.0,2010.0,11.0,2,0.85,0.7800702136497725
Acne,Norinyl 1+35,10.0,0.2,0.0,48.0,25.0,1,1.0,1.0326865577872142
Acne,NuOx,10.0,0.1733333333333333,0.0,294.0,3.0,1,1.0,0.7465828979186421
